id,student_id,exercise_tracking_id,possible_answer_id,ans_inserted_at,ans_user_input,is_exercise_finished,exercise_tracking_started_at,exercise_tracking_finished_at,exercise_type_id
51461,1447,14642,15719,2024-04-19T06:32:50,,true,2024-04-19T06:32:47,2024-04-19T06:32:50,1485
51462,1447,14643,15720,2024-04-19T06:33:00,,true,2024-04-19T06:32:57,2024-04-19T06:33:07,1485
51463,1447,14643,15720,2024-04-19T06:33:03,,true,2024-04-19T06:32:57,2024-04-19T06:33:07,1485
51464,1447,14643,15719,2024-04-19T06:33:06,,true,2024-04-19T06:32:57,2024-04-19T06:33:07,1485
51465,1447,14644,15776,2024-04-19T06:42:13,23,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51466,1447,14644,15782,2024-04-19T06:42:16,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51467,1447,14644,15776,2024-04-19T06:42:19,36,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51468,1447,14644,15781,2024-04-19T06:42:22,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51469,1447,14644,15799,2024-04-19T06:42:24,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51470,1447,14644,15793,2024-04-19T06:42:27,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51471,1447,14644,15795,2024-04-19T06:42:29,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51472,1447,14644,15779,2024-04-19T06:42:32,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51473,1447,14644,15773,2024-04-19T06:42:36,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51474,1447,14644,15772,2024-04-19T06:42:39,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51475,1447,14644,15774,2024-04-19T06:42:43,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51476,1447,14644,15792,2024-04-19T06:42:47,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51477,1447,14644,15790,2024-04-19T06:42:50,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51478,1447,14644,15791,2024-04-19T06:42:55,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51479,1447,14644,15806,2024-04-19T06:42:58,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51480,1447,14644,15796,2024-04-19T06:43:01,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51481,1447,14644,15789,2024-04-19T06:43:06,,true,2024-04-19T06:42:08,2024-04-19T06:43:06,1488
51482,1447,14645,15727,2024-04-19T06:45:48,6868,true,2024-04-19T06:45:37,2024-04-19T06:45:49,1486
51483,1447,14646,15725,2024-04-19T06:46:01,15,true,2024-04-19T06:45:58,2024-04-19T06:46:31,1486
51484,1447,14646,15721,2024-04-19T06:46:04,,true,2024-04-19T06:45:58,2024-04-19T06:46:31,1486
51485,1447,14646,15725,2024-04-19T06:46:07,86,true,2024-04-19T06:45:58,2024-04-19T06:46:31,1486
51486,1447,14646,15721,2024-04-19T06:46:10,,true,2024-04-19T06:45:58,2024-04-19T06:46:31,1486
51487,1447,14646,15725,2024-04-19T06:46:14,123,true,2024-04-19T06:45:58,2024-04-19T06:46:31,1486
51488,1447,14646,15722,2024-04-19T06:46:16,,true,2024-04-19T06:45:58,2024-04-19T06:46:31,1486
51489,1447,14646,15724,2024-04-19T06:46:30,6868,true,2024-04-19T06:45:58,2024-04-19T06:46:31,1486
51490,1447,14647,15738,2024-04-19T06:48:42,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51491,1447,14647,15739,2024-04-19T06:48:44,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51492,1447,14647,15743,2024-04-19T06:48:46,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51493,1447,14647,15740,2024-04-19T06:48:49,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51494,1447,14647,15754,2024-04-19T06:48:50,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51495,1447,14647,15752,2024-04-19T06:48:53,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51496,1447,14647,15752,2024-04-19T06:48:55,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51497,1447,14647,15754,2024-04-19T06:48:57,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51498,1447,14647,15754,2024-04-19T06:48:59,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51499,1447,14647,15752,2024-04-19T06:49:02,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51500,1447,14647,15750,2024-04-19T06:49:04,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51501,1447,14647,15736,2024-04-19T06:49:06,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51502,1447,14647,15736,2024-04-19T06:49:08,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51503,1447,14647,15735,2024-04-19T06:49:10,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51504,1447,14647,15748,2024-04-19T06:49:12,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51505,1447,14647,15749,2024-04-19T06:49:15,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51506,1447,14647,15769,2024-04-19T06:49:17,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51507,1447,14647,15769,2024-04-19T06:49:19,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
51508,1447,14647,15770,2024-04-19T06:49:21,,true,2024-04-19T06:48:40,2024-04-19T06:49:51,1487
